release,brickid,brickname,objid,brick_primary,type,ra,dec,ra_ivar,dec_ivar,bx,by,dchisq,ebv,mjd_min,mjd_max,flux_u,flux_g,flux_r,flux_i,flux_z,flux_Y,flux_w1,flux_w2,flux_w3,flux_w4,flux_ivar_u,flux_ivar_g,flux_ivar_r,flux_ivar_i,flux_ivar_z,flux_ivar_Y,flux_ivar_w1,flux_ivar_w2,flux_ivar_w3,flux_ivar_w4,apflux_u,apflux_g,apflux_r,apflux_i,apflux_z,apflux_Y,apflux_resid_u,apflux_resid_g,apflux_resid_r,apflux_resid_i,apflux_resid_z,apflux_resid_Y,apflux_ivar_u,apflux_ivar_g,apflux_ivar_r,apflux_ivar_i,apflux_ivar_z,apflux_ivar_Y,mw_transmission_u,mw_transmission_g,mw_transmission_r,mw_transmission_i,mw_transmission_z,mw_transmission_Y,mw_transmission_w1,mw_transmission_w2,mw_transmission_w3,mw_transmission_w4,nobs_u,nobs_g,nobs_r,nobs_i,nobs_z,nobs_Y,nobs_w1,nobs_w2,nobs_w3,nobs_w4,rchisq_u,rchisq_g,rchisq_r,rchisq_i,rchisq_z,rchisq_Y,rchisq_w1,rchisq_w2,rchisq_w3,rchisq_w4,fracflux_u,fracflux_g,fracflux_r,fracflux_i,fracflux_z,fracflux_Y,fracflux_w1,fracflux_w2,fracflux_w3,fracflux_w4,fracmasked_u,fracmasked_g,fracmasked_r,fracmasked_i,fracmasked_z,fracmasked_Y,fracin_u,fracin_g,fracin_r,fracin_i,fracin_z,fracin_Y,anymask_u,anymask_g,anymask_r,anymask_i,anymask_z,anymask_Y,allmask_u,allmask_g,allmask_r,allmask_i,allmask_z,allmask_Y,wisemask_w1,wisemask_w2,psfsize_u,psfsize_g,psfsize_r,psfsize_i,psfsize_z,psfsize_Y,psfdepth_u,psfdepth_g,psfdepth_r,psfdepth_i,psfdepth_z,psfdepth_Y,galdepth_u,galdepth_g,galdepth_r,galdepth_i,galdepth_z,galdepth_Y,wise_coadd_id,lc_flux_w1,lc_flux_w2,lc_flux_ivar_w1,lc_flux_ivar_w2,lc_nobs_w1,lc_nobs_w2,lc_fracflux_w1,lc_fracflux_w2,lc_rchisq_w1,lc_rchisq_w2,lc_mjd_w1,lc_mjd_w2,fracdev,fracdev_ivar,shapeexp_r,shapeexp_r_ivar,shapeexp_e1,shapeexp_e1_ivar,shapeexp_e2,shapeexp_e2_ivar,shapedev_r,shapedev_r_ivar,shapedev_e1,shapedev_e1_ivar,shapedev_e2,shapedev_e2_ivar
5000,314679,0378m027,2026,True,EXP,37.9767557178,-2.79027363533,5.13061e+10,6.85138e+10,402.986,1246.06,12244.8 .. 6718.69,0.0277748,56246.0798443,56925.2952143,0.0,16.0692,26.7191,0.0,35.1447,0.0,18.3036,3.32069,4.8678,261.504,0.0,112.839,38.6799,0.0,2.62924,0.0,0.771328,0.189105,0.00102748,2.89025e-05,0.0 .. 0.0,0.298474 .. 13.5798,0.466668 .. 22.9787,0.0 .. 0.0,0.597721 .. 31.3003,0.0 .. 0.0,0.0 .. 0.0,0.013548 .. -0.255109,-0.0251718 .. 0.213858,0.0 .. 0.0,-0.0932497 .. 1.18328,0.0 .. 0.0,0.0 .. 0.0,21254.9 .. 103.16,6812.27 .. 35.4898,0.0 .. 0.0,425.038 .. 2.18336,0.0 .. 0.0,0.90285,0.92107,0.946122,0.960092,0.969496,0.973148,0.995304,0.997113,0.999384,0.999767,0,8,4,0,4,0,85,87,25,25,0.0,1.10497,1.07458,0.0,1.01714,0.0,0.802699,0.749207,0.791518,0.102332,0.0,0.00802137,0.0131188,0.0,0.00786,0.0,0.125644,0.904595,6.6895,1.28592,0.0,0.067078,0.0312054,0.0,0.0672354,0.0,0.0,0.993111,0.827177,0.0,0.709782,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.42708,1.24905,0.0,1.18363,0.0,0.0,3682.38,1504.73,0.0,104.861,0.0,0.0,2267.93,841.248,0.0,57.5053,0.0,0378m031,11.0982 .. 15.2905,-3.81361 .. -9.03433,0.0943611 .. 0.121255,0.0270732 .. 0.0237383,10 .. 13,11 .. 13,0.142018 .. 0.176174,0.699396 .. 0.449774,0.410604 .. 0.538558,0.664264 .. 0.448151,55217.3443468 .. 57230.6439672,55217.3443468 .. 57230.6439672,0.0,0.0,4.03199,7883.96,-0.0833459,116334.0,-0.00263049,43622.1,0.0,0.0,0.0,0.0,0.0,0.0
5000,318991,0358m020,1973,True,EXP,35.8281125466,-2.05722107596,2.15753e+10,1.88057e+10,2443.34,1013.25,9395.45 .. 1529.05,0.025082,56246.0968878,57370.1600703,0.0,47.7087,67.2637,0.0,75.5256,0.0,67.077,69.747,168.161,-1849.13,0.0,12.5829,11.4198,0.0,0.62579,0.0,0.214287,0.0579212,0.000417048,1.50137e-05,0.0 .. 0.0,0.156829 .. 20.5637,0.218912 .. 28.3234,0.0 .. 0.0,0.217128 .. 36.0643,0.0 .. 0.0,0.0 .. 0.0,-0.0271915 .. 0.446863,-0.0484595 .. 0.43532,0.0 .. 0.0,-0.0828323 .. 4.36874,0.0 .. 0.0,0.0 .. 0.0,10474.7 .. 59.0815,10588.0 .. 54.0203,0.0 .. 0.0,533.776 .. 2.85796,0.0 .. 0.0,0.911841,0.928442,0.951216,0.963891,0.972412,0.97572,0.995758,0.997393,0.999443,0.99979,0,5,7,0,6,0,81,87,25,25,0.0,0.924563,0.966636,0.0,0.96329,0.0,3.11176,0.897264,0.570508,0.157,0.0,0.120997,0.105813,0.0,0.118094,0.0,0.245493,0.223028,0.552393,1.22187,0.0,0.169342,0.131365,0.0,0.132511,0.0,0.0,0.870937,0.930859,0.0,0.933638,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.23042,1.16512,0.0,1.16084,0.0,0.0,2411.44,2699.76,0.0,145.004,0.0,0.0,1351.9,1441.17,0.0,76.8317,0.0,0363m016,33.9895 .. 86.2624,14.4302 .. 36.6658,0.0260331 .. 0.0320262,0.0089919 .. 0.00716547,9 .. 13,11 .. 13,0.696627 .. 0.252234,3.47766 .. 0.73642,0.943313 .. 1.32638,0.796127 .. 0.773926,55216.9146431 .. 57229.725162,55216.9146431 .. 57229.725162,0.0,0.0,11.852,846.169,0.0331382,65406.2,-0.277208,194547.0,0.0,0.0,0.0,0.0,0.0,0.0
5000,320433,0363m017,21,True,EXP,36.2792293029,-1.87400247186,5.63777e+09,2.44485e+09,3114.73,95.6106,918.704 .. 303.332,0.0318955,56246.1038547,57370.1600703,0.0,7.14542,11.9082,0.0,20.7607,0.0,1.04806,-6.54698,35.0339,-1251.77,0.0,52.2414,26.7612,0.0,1.49829,0.0,0.358363,0.0954422,0.000639544,2.0197e-05,0.0 .. 0.0,0.0375339 .. 5.03497,0.0673395 .. 8.11183,0.0 .. 0.0,0.104448 .. 14.5665,0.0 .. 0.0,0.0 .. 0.0,-0.0197905 .. 0.397852,-0.032974 .. 0.504356,0.0 .. 0.0,-0.0787808 .. 0.327323,0.0 .. 0.0,0.0 .. 0.0,20993.6 .. 106.865,10500.6 .. 53.5743,0.0 .. 0.0,590.185 .. 3.01089,0.0 .. 0.0,0.889264,0.909903,0.938379,0.954309,0.96505,0.969226,0.994609,0.996686,0.999292,0.999733,0,9,7,0,6,0,74,81,25,24,0.0,0.946486,0.936857,0.0,1.05255,0.0,1.05044,0.660182,0.529312,0.097248,0.0,0.0621658,0.0808482,0.0,0.0946621,0.0,16.5302,4.14896,3.51646,0.976071,0.0,0.154054,0.152922,0.0,0.141376,0.0,0.0,0.864757,0.847402,0.0,0.94373,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.3296,1.27195,0.0,1.13937,0.0,0.0,4123.3,2245.01,0.0,157.347,0.0,0.0,2462.21,1293.17,0.0,81.853,0.0,0363m016,-4.65277 .. 0.862183,-21.2507 .. -11.233,0.0558557 .. 0.0602995,0.0157231 .. 0.0124995,11 .. 14,11 .. 14,4.55019 .. 12.3909,1.43878 .. 1.94648,0.584163 .. 0.773067,0.579188 .. 0.766539,55216.9146431 .. 57229.725162,55216.9146431 .. 57229.725162,0.0,0.0,8.59964,142.472,0.24332,10919.2,0.284302,12934.5,0.0,0.0,0.0,0.0,0.0,0.0
5000,313206,0296m030,3963,True,EXP,29.5894548347,-2.95306327792,2.24223e+10,3.81832e+10,2287.26,2444.42,7248.2 .. 58329.9,0.0279658,56569.2731071,57042.0486625,0.0,28.1652,41.6536,0.0,51.3805,0.0,19.1412,6.96697,-69.0394,-195.435,0.0,19.2378,25.07,0.0,0.963285,0.0,0.421732,0.0947618,0.000529093,1.71103e-05,0.0 .. 0.0,0.20056 .. 17.9691,0.331841 .. 25.205,0.0 .. 0.0,0.438965 .. 31.4496,0.0 .. 0.0,0.0 .. 0.0,-0.0297401 .. 0.85473,-0.00986599 .. 0.624157,0.0 .. 0.0,-0.00227733 .. -0.0294034,0.0 .. 0.0,0.0 .. 0.0,7980.92 .. 40.719,10210.6 .. 51.1852,0.0 .. 0.0,367.53 .. 1.87515,0.0 .. 0.0,0.902216,0.92055,0.945762,0.959824,0.969289,0.972966,0.995272,0.997094,0.999379,0.999766,0,3,4,0,3,0,85,83,20,20,0.0,1.12662,1.12171,0.0,0.983607,0.0,1.11781,0.829692,0.928954,0.134372,0.0,0.030654,0.0728961,0.0,0.212001,0.0,0.645497,1.30531,1.35098,2.41481,0.0,0.107973,0.12473,0.0,0.0809842,0.0,0.0,0.75514,0.800659,0.0,0.73783,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.58311,1.42842,0.0,1.31206,0.0,0.0,1100.29,1730.21,0.0,74.1011,0.0,0.0,730.854,1064.54,0.0,41.2964,0.0,0302m031,10.2296 .. 15.3729,22.7475 .. -7.15038,0.0366524 .. 0.0581745,0.00996511 .. 0.0124001,7 .. 11,7 .. 12,1.20903 .. 0.798669,0.50587 .. 1.67706,0.501394 .. 0.906719,0.775114 .. 0.615694,55210.0331196 .. 57223.6239657,55210.0331196 .. 57223.6239657,0.0,0.0,7.44924,1563.3,-0.145863,72286.0,-0.197248,101144.0,0.0,0.0,0.0,0.0,0.0,0.0
5000,306051,0384m042,5330,True,COMP,38.3798041928,-4.1496250642,2.93948e+09,7.64747e+09,2465.11,3178.68,548.358 .. 937.23,0.0248219,56245.0978162,57361.1909416,0.0,1.56175,1.50639,0.0,1.4659,0.0,2.06233,5.47501,29.4881,555.722,0.0,275.892,77.8925,0.0,27.5349,0.0,0.972887,0.219886,0.0011564,3.00016e-05,0.0 .. 0.0,0.154496 .. 11.1823,0.189733 .. 16.68,0.0 .. 0.0,0.222162 .. 26.2164,0.0 .. 0.0,0.0 .. 0.0,0.00120703 .. 0.0592169,-0.0106708 .. 0.166073,0.0 .. 0.0,-0.0349224 .. 1.1057,0.0 .. 0.0,0.0 .. 0.0,18343.8 .. 93.5908,4472.97 .. 22.8213,0.0 .. 0.0,1448.8 .. 7.3713,0.0 .. 0.0,0.912714,0.929157,0.951709,0.964258,0.972694,0.975969,0.995802,0.99742,0.999449,0.999792,0,6,3,0,7,0,88,88,27,27,0.0,1.12993,1.17647,0.0,1.21532,0.0,0.647444,0.5069,0.56681,0.162682,0.0,2.04862,2.82944,0.0,3.77736,0.0,4.92974,1.51787,1.96359,0.944738,0.0,0.0288402,0.0282361,0.0,0.029556,0.0,0.0,0.794943,0.694842,0.0,0.920136,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.56229,1.29204,0.0,1.22815,0.0,0.0,2609.17,929.606,0.0,333.304,0.0,0.0,1708.56,537.17,0.0,188.625,0.0,0379m046,-2.29344 .. 2.48817,6.02122 .. -0.932058,0.118999 .. 0.144215,0.0325422 .. 0.02759,11 .. 13,11 .. 13,8.01127 .. 3.59461,1.28999 .. 10.8205,0.661175 .. 0.729656,0.609382 .. 0.524565,55217.2117874 .. 57230.2506846,55217.2117874 .. 57230.2506846,0.664643,720.634,2.21854,28.2351,0.0555718,112.008,0.497132,202.623,6.50184,3.30235,-0.737909,493.021,-0.301335,344.295
5000,303179,0384m047,3662,True,COMP,38.3784209698,-4.74190433991,3.10822e+12,3.90773e+12,3216.4,1910.63,453787.0 .. 1.10997e+06,0.0271131,56243.1731401,56997.208228,0.0,33.3607,70.1284,0.0,123.28,0.0,96.6841,75.0813,357.821,441.322,0.0,237.923,88.0183,0.0,27.1238,0.0,1.16073,0.261762,0.00137184,3.41546e-05,0.0 .. 0.0,1.15248 .. 35.2694,3.21939 .. 68.0298,0.0 .. 0.0,6.92021 .. 111.004,0.0 .. 0.0,0.0 .. 0.0,-0.222745 .. 2.54863,-0.0879598 .. -0.348376,0.0 .. 0.0,0.46908 .. -9.13254,0.0 .. 0.0,0.0 .. 0.0,24848.7 .. 129.124,9117.94 .. 46.5201,0.0 .. 0.0,1975.29 .. 10.0359,0.0 .. 0.0,0.905051,0.922876,0.947371,0.961024,0.970211,0.97378,0.995416,0.997182,0.999398,0.999773,0,9,6,0,11,0,82,84,26,25,0.0,2.09407,1.5489,0.0,1.73688,0.0,2.85287,1.72452,0.597657,0.144264,0.0,6.23786e-06,6.27396e-06,0.0,7.1692e-06,0.0,0.00727166,0.0125825,0.0624883,0.496692,0.0,0.0144792,0.00770238,0.0,0.0104499,0.0,0.0,1.01624,1.01517,0.0,1.02021,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.63887,1.36992,0.0,1.17783,0.0,0.0,3281.48,1701.53,0.0,496.934,0.0,0.0,2213.56,1014.36,0.0,266.141,0.0,0379m046,101.379 .. 94.9592,74.906 .. 78.9178,0.17202 .. 0.197042,0.0436286 .. 0.034829,12 .. 14,12 .. 14,0.00759655 .. 0.00727885,0.0336377 .. 0.025159,1.61551 .. 1.98426,1.26496 .. 0.76067,55217.2117874 .. 57230.2506846,55217.2117874 .. 57230.2506846,0.0781647,4.08668e+06,2.96306,101146.0,-0.0128885,591298.0,-0.165996,1.43954e+06,0.785838,8686.2,-0.489433,4906.5,0.542105,4380.81
5000,304582,0302m045,1521,True,EXP,30.1133295817,-4.56223622635,1.24635e+10,1.80763e+10,3108.71,944.259,4018.46 .. 1285.05,0.0228741,56592.1481317,57361.1666777,0.0,31.3767,39.5885,0.0,42.934,0.0,30.2852,18.1003,-178.089,201.411,0.0,20.048,12.2014,0.0,0.877452,0.0,0.380027,0.0880537,0.000597637,2.04138e-05,0.0 .. 0.0,0.150962 .. 20.02,0.197754 .. 24.9485,0.0 .. 0.0,0.251182 .. 27.1836,0.0 .. 0.0,0.0 .. 0.0,-0.059805 .. 1.5076,-0.0711679 .. 2.07912,0.0 .. 0.0,-0.0204384 .. 2.6855,0.0 .. 0.0,0.0 .. 0.0,10554.2 .. 53.8478,6310.85 .. 32.1982,0.0 .. 0.0,465.214 .. 2.11748,0.0 .. 0.0,0.919279,0.93453,0.955413,0.967016,0.97481,0.977833,0.996131,0.997622,0.999492,0.999808,0,4,4,0,5,0,89,87,25,26,0.0,1.08326,1.06389,0.0,0.956982,0.0,4.64328,0.811106,0.692513,0.127445,0.0,0.0589619,0.0564784,0.0,0.0601069,0.0,0.394021,0.521989,0.786908,2.83584,0.0,0.1015,0.100713,0.0,0.137056,0.0,0.0,0.926029,0.919669,0.0,0.890712,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.59756,1.1641,0.0,1.04973,0.0,0.0,1435.97,1612.34,0.0,146.173,0.0,0.0,967.383,863.119,0.0,70.5572,0.0,0303m046,27.2928 .. 23.4415,30.9589 .. 16.4915,0.0385001 .. 0.0533822,0.0111858 .. 0.0107756,9 .. 12,9 .. 12,0.542232 .. 0.530319,0.384163 .. 0.603391,1.15739 .. 1.20328,0.630082 .. 0.625701,55209.6358871 .. 57223.2305559,55209.6358871 .. 57223.2305559,0.0,0.0,7.82618,909.574,-0.0901155,41444.4,-0.146872,66380.4,0.0,0.0,0.0,0.0,0.0,0.0
5000,304578,0292m045,2189,True,EXP,29.1199097135,-4.53064092613,1.94148e+10,1.64882e+10,2980.48,1378.41,3720.43 .. 1912.61,0.0253757,56544.3820279,57346.1304711,0.0,9.61693,18.305,0.0,25.1804,0.0,15.4282,10.6251,-0.827465,153.639,0.0,83.9011,32.23,0.0,3.31457,0.0,0.693122,0.163814,0.000924199,2.7511e-05,0.0 .. 0.0,0.152098 .. 8.48004,0.292674 .. 15.7007,0.0 .. 0.0,0.369286 .. 21.4144,0.0 .. 0.0,0.0 .. 0.0,-0.000758566 .. 0.319824,-0.00891535 .. 0.375968,0.0 .. 0.0,-0.0422027 .. 0.375075,0.0 .. 0.0,0.0 .. 0.0,16419.4 .. 83.6285,6091.97 .. 31.0815,0.0 .. 0.0,603.95 .. 3.08138,0.0 .. 0.0,0.910856,0.927635,0.950659,0.963476,0.972093,0.975439,0.995709,0.997362,0.999437,0.999787,0,8,6,0,6,0,83,84,24,25,0.0,0.996103,0.958351,0.0,0.951048,0.0,1.00194,0.636576,0.512002,0.181174,0.0,0.000326313,0.000487761,0.0,0.00173575,0.0,0.265237,0.357065,24.8403,2.70671,0.0,0.0578685,0.0554084,0.0,0.0570345,0.0,0.0,1.00315,1.00848,0.0,1.01156,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.58633,1.25999,0.0,1.27157,0.0,0.0,2241.97,1331.68,0.0,129.212,0.0,0.0,1449.17,749.952,0.0,72.5458,0.0,0288m046,11.6647 .. 8.63601,-3.00288 .. 8.60123,0.089089 .. 0.106404,0.0232946 .. 0.0211914,10 .. 13,10 .. 13,0.326876 .. 0.403818,0.790094 .. 0.443997,0.630757 .. 0.803185,0.576477 .. 0.600308,55208.511106 .. 57221.8528888,55208.511106 .. 57221.8528251,0.0,0.0,4.31055,1400.9,0.0556627,26047.2,-0.0614914,25794.2,0.0,0.0,0.0,0.0,0.0,0.0
5000,294577,0395m062,2938,True,EXP,39.4815592814,-6.25659310908,2.87445e+10,3.45023e+10,3348.56,1708.74,18788.7 .. 4770.07,0.0297248,56241.1694274,57375.1153007,0.0,50.0432,78.494,0.0,95.2599,0.0,46.0169,21.7636,18.2468,-228.513,0.0,25.7297,8.60128,0.0,1.41811,0.0,0.268323,0.0672146,0.000467538,1.64553e-05,0.0 .. 0.0,0.169459 .. 22.4792,0.257986 .. 33.8679,0.0 .. 0.0,0.305756 .. 41.4243,0.0 .. 0.0,0.0 .. 0.0,-0.0508324 .. 1.04689,-0.0970254 .. 0.468626,0.0 .. 0.0,-0.134742 .. 0.617581,0.0 .. 0.0,0.0 .. 0.0,21151.6 .. 107.916,6888.22 .. 35.144,0.0 .. 0.0,1064.85 .. 5.43292,0.0 .. 0.0,0.896396,0.915769,0.94245,0.957351,0.967389,0.97129,0.994975,0.996911,0.99934,0.999751,0,7,4,0,7,0,84,84,24,24,0.0,1.14932,1.16879,0.0,0.963334,0.0,1.47275,1.03464,0.84482,0.134171,0.0,0.00536877,0.00583891,0.0,0.0126211,0.0,0.121253,0.350797,2.10115,1.17702,0.0,0.131398,0.10959,0.0,0.125531,0.0,0.0,0.874649,0.98862,0.0,0.894918,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.62301,1.22357,0.0,1.23864,0.0,0.0,2792.95,1587.07,0.0,240.208,0.0,0.0,1854.19,866.352,0.0,135.353,0.0,0394m061,32.4986 .. 51.4006,9.45083 .. 18.8341,0.0328053 .. 0.0372476,0.0095579 .. 0.0079974,10 .. 12,10 .. 12,0.185843 .. 0.0904381,1.70034 .. 0.367747,0.882091 .. 0.931757,0.709284 .. 0.69854,55217.6415549 .. 57235.2695758,55217.6415549 .. 57235.2695758,0.0,0.0,9.53589,2714.11,-0.0367878,101498.0,0.137044,264281.0,0.0,0.0,0.0,0.0,0.0,0.0
5000,293136,0373m065,6017,True,EXP,37.3207630156,-6.4160298416,2.5103e+10,4.9534e+10,1958.43,2953.29,12315.5 .. 6229.28,0.0321707,56241.1497421,57003.181515,0.0,12.504,15.6807,0.0,17.6867,0.0,5.91734,-3.85293,-123.755,-352.265,0.0,149.73,73.2678,0.0,6.91176,0.0,0.698135,0.168626,0.000888605,2.68646e-05,0.0 .. 0.0,0.205554 .. 11.7503,0.223433 .. 14.9917,0.0 .. 0.0,0.230741 .. 17.0994,0.0 .. 0.0,0.0 .. 0.0,0.00999903 .. -0.479899,-0.0284497 .. -0.368191,0.0 .. 0.0,-0.0721576 .. -1.21111,0.0 .. 0.0,0.0 .. 0.0,32434.7 .. 164.141,14658.4 .. 77.3664,0.0 .. 0.0,1315.81 .. 6.71334,0.0 .. 0.0,0.888364,0.909162,0.937865,0.953924,0.964754,0.968965,0.994563,0.996657,0.999286,0.99973,0,10,10,0,8,0,83,84,23,24,0.0,1.14033,1.031,0.0,1.04663,0.0,0.788263,0.58954,0.634256,0.135194,0.0,0.182544,0.173948,0.0,0.197158,0.0,0.927235,3.80702,1.01181,1.30346,0.0,0.0785481,0.104973,0.0,0.0704884,0.0,0.0,1.01832,0.978682,0.0,0.814194,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1.69004,1.4944,0.0,1.16611,0.0,0.0,3976.06,2268.08,0.0,334.201,0.0,0.0,2679.7,1429.19,0.0,176.889,0.0,0379m061,4.12221 .. 5.49375,-1.17201 .. -4.56428,0.0781789 .. 0.116813,0.0210212 .. 0.0242313,9 .. 14,9 .. 14,2.53391 .. 0.571802,12.887 .. 4.06417,0.621162 .. 0.851963,0.59876 .. 0.610345,55216.9138154 .. 57229.7916322,55216.9799678 .. 57229.726117,0.0,0.0,5.03478,2099.6,-0.18852,71425.6,-0.101827,41069.2,0.0,0.0,0.0,0.0,0.0,0.0
5000,293135,0370m065,5634,True,EXP,36.9708314108,-6.41619947779,4.36976e+10,7.54677e+10,3303.86,2950.8,59193.8 .. 6026.26,0.0310183,56241.1497421,57003.181515,0.0,70.4755,102.429,0.0,123.108,0.0,57.8162,24.091,5.89566,1206.26,0.0,22.2426,13.586,0.0,1.05443,0.0,0.193753,0.0486084,0.000345032,1.27389e-05,0.0 .. 0.0,0.202187 .. 24.1368,0.322617 .. 34.4648,0.0 .. 0.0,0.378219 .. 41.6218,0.0 .. 0.0,0.0 .. 0.0,-0.0259215 .. -1.59923,-0.0146717 .. -2.37049,0.0 .. 0.0,-0.0325784 .. -2.8666,0.0 .. 0.0,0.0 .. 0.0,24617.3 .. 125.598,14751.7 .. 75.2639,0.0 .. 0.0,1063.6 .. 5.42653,0.0 .. 0.0,0.89214,0.912269,0.940022,0.955537,0.965995,0.97006,0.994757,0.996777,0.999312,0.99974,0,8,9,0,7,0,79,81,23,23,0.0,1.19363,1.36259,0.0,1.2391,0.0,2.97579,0.789417,0.567638,0.124543,0.0,0.123316,0.125588,0.0,0.174218,0.0,0.464517,0.9807,16.2126,0.719823,0.0,0.0875688,0.0891004,0.0,0.0867767,0.0,0.0,0.88042,0.892174,0.0,0.994579,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.71096,1.53948,0.0,1.18032,0.0,0.0,2929.56,2156.42,0.0,263.658,0.0,0.0,1998.34,1387.35,0.0,142.057,0.0,0364m061,59.0525 .. 58.9742,9.69679 .. -0.18647,0.0270112 .. 0.031985,0.00780706 .. 0.0063425,11 .. 13,11 .. 13,0.459185 .. 0.520037,2.93393 .. 147.173,1.01267 .. 1.28276,0.683097 .. 0.61155,55214.0023886 .. 57228.4139014,55214.0023886 .. 57228.4139014,0.0,0.0,14.3454,2818.16,-0.153582,320133.0,0.343579,662932.0,0.0,0.0,0.0,0.0,0.0,0.0
5000,298860,0352m055,2692,True,EXP,35.3155047562,-5.53963905314,1.24159e+09,1.12071e+09,1204.06,1254.82,1375.3 .. 157.684,0.0259315,56233.1502023,57403.0693393,0.0,7.04029,13.3638,0.0,17.8574,0.0,11.8047,11.4801,-171.343,485.922,0.0,27.9464,13.4865,0.0,2.06358,0.0,0.271131,0.0684137,0.000464609,1.67305e-05,0.0 .. 0.0,0.0263867 .. 4.33985,0.0661632 .. 7.18847,0.0 .. 0.0,0.036047 .. 9.627,0.0 .. 0.0,0.0 .. 0.0,-0.00732683 .. 0.143052,-0.00607072 .. 0.118303,0.0 .. 0.0,-0.045002 .. 0.464155,0.0 .. 0.0,0.0 .. 0.0,23023.0 .. 117.464,11106.0 .. 56.6624,0.0 .. 0.0,1663.38 .. 8.48661,0.0 .. 0.0,0.908995,0.92611,0.949606,0.962691,0.971491,0.974908,0.995615,0.997305,0.999425,0.999783,0,6,8,0,9,0,85,88,24,25,0.0,0.814895,0.800138,0.0,0.836825,0.0,1.26281,0.78993,0.592211,0.0767396,0.0,0.346741,0.253259,0.0,0.251247,0.0,1.46276,2.00528,1.49512,1.89845,0.0,0.262184,0.258583,0.0,0.25879,0.0,0.0,0.840276,0.837457,0.0,0.840047,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.4355,1.24364,0.0,1.15304,0.0,0.0,3875.09,2478.99,0.0,431.623,0.0,0.0,2376.24,1349.3,0.0,225.403,0.0,0349m061,14.5284 .. 5.27556,3.18766 .. -9.54985,0.0333032 .. 0.0434803,0.00943858 .. 0.00949412,10 .. 14,10 .. 14,1.76075 .. 3.99312,12.0492 .. 4.22964,0.751129 .. 0.589554,0.68442 .. 0.622396,55212.8114551 .. 57226.9705285,55212.8114551 .. 57226.9705285,0.0,0.0,10.4074,62.5689,0.0258255,2228.51,0.240902,9967.76,0.0,0.0,0.0,0.0,0.0,0.0
5000,297426,0352m057,4476,True,EXP,35.3537622737,-5.73285733689,1.15963e+10,1.14808e+10,681.209,2034.97,3447.49 .. 1626.3,0.0238593,56233.1502023,57004.1690948,0.0,22.4357,32.8947,0.0,43.8286,0.0,13.8802,7.33255,3.78898,613.778,0.0,27.8431,3.69424,0.0,2.85404,0.0,0.49397,0.122346,0.000704321,2.19896e-05,0.0 .. 0.0,0.235801 .. 15.531,0.318678 .. 23.1931,0.0 .. 0.0,0.393049 .. 30.2761,0.0 .. 0.0,0.0 .. 0.0,0.0259119 .. -0.0128755,-0.00532527 .. 0.769634,0.0 .. 0.0,-0.0284752 .. 0.646332,0.0 .. 0.0,0.0 .. 0.0,8980.89 .. 47.3725,1145.16 .. 6.45118,0.0 .. 0.0,977.866 .. 4.69489,0.0 .. 0.0,0.915952,0.931808,0.953538,0.96562,0.973739,0.97689,0.995965,0.99752,0.999471,0.9998,0,3,2,0,5,0,84,86,23,23,0.0,0.966294,0.73573,0.0,0.955881,0.0,0.617153,0.771448,0.905776,0.139748,0.0,0.0204674,0.0213719,0.0,0.0249882,0.0,0.475905,0.739689,9.26038,1.53763,0.0,0.167704,0.280301,0.0,0.150195,0.0,0.0,0.906494,0.534373,0.0,0.8581,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1.76474,1.21706,0.0,1.24165,0.0,0.0,867.934,267.375,0.0,219.403,0.0,0.0,582.24,151.684,0.0,122.864,0.0,0349m061,5.51721 .. 16.4973,7.38947 .. 8.33637,0.0608366 .. 0.0811882,0.0169122 .. 0.0169321,10 .. 14,10 .. 14,1.61952 .. 0.196081,1.04386 .. 1.57513,0.764889 .. 0.879304,0.880619 .. 0.68816,55212.8114551 .. 57226.9705285,55212.8114551 .. 57226.9705285,0.0,0.0,5.75233,1581.57,0.00928938,17428.9,-0.064157,45987.6,0.0,0.0,0.0,0.0,0.0,0.0
